級,四字熟語,読み,意味
準2級,腐敗堕落,ふはいだらく,気持ちがゆるんで、だらしない生活をするようになること。「腐敗」と「堕落」はどちらも、行いが悪くなって生活が乱れること。「堕落腐敗」ともいう。
準2級,普遍妥当,ふへんだとう,どんな出来事や条件にも当てはまること。「普遍」はどんなものにも共通すること。「妥当」は無理がなく、ふさわしいこと。
準2級,不偏不党,ふへんふとう,主義や思想にこだわることなく、また特定の党に所属することなく、公平で中立の立場をとること。「不偏」はかたよらないこと。「不党」は特定の主義や主張を持つ党派に所属しないこと。
準2級,不立文字,ふりゅうもんじ,経典に書かれている教義や教条だけではなく、体験によって伝えることが最も大切であるということ。禅宗の言葉で、悟りの道は言葉や文字ではなく心で伝わるものだという教えから。「文字（もんじ）を立てず」とも読む。
準2級,附和雷同,ふわらいどう,自分の考えなどなく、周りの意見にむやみに同調すること。「附和」は考えなく他人の意見に賛同すること。「雷同」は雷の轟きで、物が共振するということ。「附和」は「付和」とも書く。 「雷同附和」ともいう。
準2級,粉骨砕身,ふんこつさいしん,力の限りを尽くして努力したり働いたりすること。「粉骨」は骨を粉にすること。 「砕身」は身を砕くこと。骨を粉にして身を砕くような努力をするという意味から。特に任された仕事などに対して使うことが多い言葉。 「砕身粉骨」ともいう。
準2級,聞風喪胆,ぶんぷうそうたん,評判やうわさを聞いて激しく驚くこと。「聞風」はうわさ話のこと。 「喪胆」は胆を失う、激しく驚くという意味。「風（ふう）を聞きて胆（きも）を喪（うしな）う」とも読む。
準2級,分崩離析,ぶんぽうりせき,組織がばらばらになること。「分崩」はばらばらに崩れること。 「離析」は分裂するという意味。人々が君主を見限って、人々の心が君主から離れて散り散りになることをいう。
準2級,弊衣破帽,へいいはぼう,「弊衣」はぼろぼろの服、「破帽」は破れた帽子のことで、むさくるしい粗野な身なりのこと。
準2級,褒衣博帯,ほういはくたい,大きな裾の服と広い帯のことで儒者の服のこと。また、儒者や学者、文人のこと。 「褒衣」は裾の大きい服のこと。
準2級,放歌高吟,ほうかこうぎん,大声で歌を歌ったり、周りを気にせずに詩を吟じたりすること。「高歌」は大きな声で歌うこと。「放吟」は周りを気にせずに詩歌を吟じること。「放歌高吟」「高吟放歌」ともいう。
準2級,飽経風霜,ほうけいふうそう,世の中の様々な苦労を経験して、したたかで狡猾なこと。「飽経」は飽きるほどに何度も経験すること。「風霜」は困難や苦難のたとえ。
準2級,包蔵禍心,ほうぞうかしん,誰にも気付かれないように悪事を企むこと。「包蔵」は包み隠すこと。 「禍心」は悪い行いをしようと計画すること。「禍心（かしん）を包蔵（ほうぞう）す」とも読む。 「苞蔵禍心」とも書く。
準2級,保革伯仲,ほかくはくちゅう,体制の維持を主張する保守政党と、体制の改革を主張する革新政党の議員の数がほとんど同じ状態のこと。「保」は保守派の政党。 「革」は革新派の政党。「伯仲」の「伯」は兄、「仲」は弟のことで、力に優劣がなく近いということ。
準2級,奔南狩北,ほんなんしゅほく,天子が災難に巻き込まれないように、北へ南へと逃れること。「奔」は逃げること。天子が災難を避けるために逃げることをはばかって、逃げるではなく狩りに行くと言っていたということから。
準2級,忙中有閑,ぼうちゅうゆうかん,どんなに忙しいときでも、一息つくくらいの暇はあること。「忙中（ぼうちゅう）閑（かん）有り」とも読む。
準2級,母猿断腸,ぼえんだんちょう,激しい悲しみや苦しみ。中国の東晋の桓温の部下が、舟で移動しているときに子猿を捕らえた。母猿は岸をつたって、百里以上追いかけて船に飛び乗ったところで力尽き、母猿の腹を割くと腸がずたずたになっていたという故事から。
準2級,墨名儒行,ぼくめいじゅこう,主張している主義と実際に行っていることが食い違っていること。儒家を批判している墨家と自称して、儒家の孔子の教えに従って行動するという意味から。
準2級,末路窮途,まつろきゅうと,苦しい境遇や困難から逃げることが出来ない様子。または、そのような状態で困り果てること。「末路」は道の終わり、「窮途」は先のない道のことで、道がなくどこにも行くことができないという意味から。「窮途末路」ともいう。
準2級,満目荒涼,まんもくこうりょう,見渡すかぎり全てが荒廃している様子。「満目」は視認できる距離全て。 「荒涼」は荒れて寂れていること。
準2級,名聞利養,みょうもんりよう,名声と財産を得ようとする欲のこと。「名聞」は世間の評判、「利養」は身を削り財欲を満たすこと。
準2級,無学文盲,むがくもんもう,知識がなく、文字を読むことさえできないこと。または、その人のこと。
準2級,無私無偏,むしむへん,自分の利益などを考えずに公平に行動や判断をすること。「無偏」は偏ることがないこと。
準2級,無常迅速,むじょうじんそく,人の世の移り変わりは、この上なく速くてはかないということ。「無常」は仏教語で世の中は変化がとても速くて変化しないものはないということ。または、人の命ははかないということ。「迅速」は非常に速い様子のこと。
準2級,無声無臭,むせいむしゅう,誰にも気づかれずに目立たないことや、行動しても影響がまったく無いこと。または、天の行いは、計り知ることができないので、人は気がつかないということ。何の声もなく、何のにおいもしないという意味から。
準2級,無駄方便,むだほうべん,役にたっていないように見えるものが、実際は何かの役にたっていることもあること。「方便」は状況にあわせた方法のこと。
準2級,迷悟一如,めいごいちにょ,仏教では、迷いも悟りも仏になる本性をもつという観点からどちらも同一のものであるということ。
準2級,明珠暗投,めいしゅあんとう,すぐれた才能をもちながら、世に認められないこと。また、どんなに価値のあるものでも、差し出し方をまちがえると、かえって疑われうとまれることのたとえ。「明珠」は自ら光を放つ美しい玉、「暗投」は暗がりに投げること。漢の時代、梁の孝王に仕えた鄒陽は、こびへつらわなかったために讒言され、捕らえられた。そのとき王に奉った書状で、光る玉であっても夜道を行く人に投げつければだれもが剣に手をかけてにらむ、それは何の筋道もなく目の前に飛んでくるからだ、と述べて身の潔白を訴えた。
準2級,妄言多謝,もうげんたしゃ,独断と偏見でいい加減な言葉を並べ立てた後に、相手にわびる言葉。手紙などで自分の意見などを包み隠さずに記した手紙の末尾に記して、失礼をわびる言葉。
準2級,妄評多罪,もうひょうたざい,他人の文章を批評したあとに、末尾に付記する言葉で、見当外れで無遠慮な批評をわびるという意味。
準2級,目挑心招,もくちょうしんしょう,遊女が客を流し目で誘惑する様子のこと。「目挑」は流し目で誘うこと、「心招」は心の中で誘い招くこと。
準2級,問柳尋花,もんりゅうじんか,花や柳を探しながら景色を楽しむことから、春の景色を楽しむこと。または、花や柳を遊女や芸妓にたとえて、色町で遊ぶこと。「柳を問い、花を尋ねる」とも読む。 「尋花問柳」ともいう。
準2級,唯一無二,ゆいいつむに,世の中に一つだけで他に並ぶものがないもののこと。「唯一」は一つだけ、「無二」は二つとないということで、同じ意味を持つ同義語を並べたもの。
準2級,唯我独尊,ゆいがどくそん,この世で自分だけがすぐれていると増長すること。釈迦が生まれた時の故事から。
準2級,幽愁暗恨,ゆうしゅうあんこん,誰にも知られることのない深い恨みや憂いのこと。「幽愁」は奥深い嘆き、「暗恨」は深い恨みのこと。
準2級,雄大豪壮,ゆうだいごうそう,規模が大きくて、立派なこと。「雄大」は雄々しくて大きいという意味。「豪壮」は大きくて立派という意味。
準2級,有備無患,ゆうびむかん,日頃から十分に準備をしておけば、何が起こっても困らないという意味。「備え有れば患（うれ）い無し」の形で使うことが多い言葉。
準2級,悠悠閑閑,ゆうゆうかんかん,のんびりとしていて落ち着いている様子。「悠悠」はあせらずにゆったりとしている様子。「閑閑」は静かで落ち着いていること。似ている意味の言葉を重ねて強調した言葉。「悠悠」は「優優」、「閑閑」は「緩緩」とも書く。
準2級,悠悠自適,ゆうゆうじてき,世間のうんざりするようなことから離れて、思いのままのんびりと生活すること。「悠悠」は落ち着いていてのんびりと余裕のある様子。「自適」は気分のままに楽しみながらのんびりと暮らすこと。「優遊自適」や「優游自適」とも書く。
準2級,庸言庸行,ようげんようこう,いつもどおりの言葉遣いと行動のこと。「庸言」はいつもの言動、「庸行」はいつもの行動。
準2級,養生喪死,ようせいそうし,生きているものをしっかりと養って、死んだものをしっかりと弔うこと。民がこれを十分に果たせるようになることが、王道政治の第一歩とした孟子の思想。「生を養い死を喪（そう）す」とも読む。
準2級,雷騰雲奔,らいとううんぽん,現れたと思う時間すらなく、すぐに去ってしまうこと。「雷騰」は雷が踊り上がること、「雲奔」は雲が走るように流れること。
準2級,楽禍幸災,らくかこうさい,他人の不幸を見て楽しみ喜ぶこと。「幸災」は自分以外の人が不幸になることを喜ぶこと。「楽禍」は自分以外の人に災いが訪れることを見て楽しむこと。「災いを幸（さいわ）いとし禍（わざわ）いを楽しむ」とも読む。「楽禍幸災」ともいう。
準2級,離群索居,りぐんさっきょ,仲間や群れから離れて一人でいること。「群」は群れや仲間、「索」は散るや孤立するという意味。
準2級,履霜堅氷,りそうけんぴょう,大きな災難に遭わないように、少しでも災難の前兆があれば準備する、または避けるべきであるということ。「履霜」は霜（しも）を踏むこと。霜を踏むようになると寒さがさらに厳しくなるので準備をしなければならないという意味。
準2級,柳暗花明,りゅうあんかめい,「柳暗」は柳が茂って薄暗いこと、「花明」は花が明るく咲くことから、春の美しい景観の形容。または、芸者や遊女の社会のこと。
準2級,柳緑花紅,りゅうりょくかこう,人が手を加えていない自然のままの美しさのこと。緑の柳と紅い花のことから、春の美しい景色をいう言葉。禅宗では、柳は緑で花は紅いという自然そのものの姿こそが悟りの境地であるということ。「花紅柳緑」ともいう。
準2級,陵谷遷貿,りょうこくせんぼう,世の中が非常に激しく変化して、今までとは全く別のものになることのたとえ。「遷貿」は時間と共に様変わりしていくこと。大きな丘が削られて深い谷になったり、深い谷が石などに埋め立てられて大きな丘になったりするような大きな変化という意味から。
準2級,累世同居,るいせいどうきょ,数世代の子孫が同じ家に同居すること。「累世」は代々または世を重ねるということ。「同居」は同じ家に一緒に住むこと。
準2級,露往霜来,ろおうそうらい,露の季節が過ぎ去って気が付くと霜の季節が来るという意味から、時の流れが早いことのたとえ。
準2級,六根清浄,ろっこんしょうじょう,欲望や迷いを断ち切り、心と体を清らかにすること。「六根」は仏教で煩悩や迷いなどの元になるとされる六つの器官のことで、眼・耳・鼻・舌・身・意のことをいう。「清浄」は煩悩や迷いなどを捨てて、汚れがなく清らかなこと。山参りなどで修行者が山に登るときに唱えていた言葉。「六根浄」と略して用いられることもあり、それが変化したものが「どっこいしょ」という掛け声の語源ともいわれている。
準2級,和衷共済,わちゅうきょうさい,心を合わせて協力して物事を行うこと。「和衷」は心の底から一つに合わせること。
準2級,和衷協同,わちゅうきょうどう,心を合わせて協力して物事を行うこと。「和衷」は心の底から一つに合わせること、「協同」は協力して物事を行うこと。
準2級,和風慶雲,わふうけいうん,温厚な人格者を言い表した語。穏やかで和らいだ風とよいことが起きる前兆とされる雲（慶雲）のような存在という意味。孔子の弟子の顔淵を評した言葉。
準2級,和洋折衷,わようせっちゅう,日本と西洋の様式を適度に取り入れて混ぜ合わせること。「和洋」は日本と西洋、「折衷」は様々なものの中から良い所を選び、両極端な部分を捨ててうまく調和させること。
2級,哀毀骨立,あいきこつりつ,哀しみのあまり体を毀し、骨と皮ばかりになるほど痩せること。多くは肉親の死を悼む場合にいう。
2級,握髪吐哺,あくはつとほ,熱心にすぐれた人材を探し求めることのたとえ。「握髪」は髪を握ること。 「吐哺」は食べ物を吐き出すこと。周の初期、周公旦は食事中でも食べ物を吐き出し、入浴中でも濡れた髪を握って、面接を求める人にはすぐに面会して、すぐれた人材の登用に努めたという故事から。「吐哺握髪」「吐哺捉髪」「吐握之労」ともいう。
2級,衣錦還郷,いきんかんきょう,「故郷に錦を飾る」の語源で、出世して故郷に帰ること。「錦」は金や銀などの糸で織り込んだ美しい絹織物のこと。
2級,一行三昧,いちぎょうざんまい,一つの修行法を一心に励むこと。または、念仏を唱えること。 「一行」は一つのことに専念すること。「三昧」は精神を集中することで、心を安らかにすること。
2級,一目瞭然,いちもくりょうぜん,ほんの少し見ただけでも、はっきりとわかること。「一目」はほんの少しだけ見ること。「瞭然」はしっかりとした区別があり、わかりやすいこと。「一目了然」とも書く。
2級,一旦緩急,いったんかんきゅう,いざというとき。緊急時には。「一旦」はある朝、ある日という意味から、ひとたび、一度という意味。「緩急」は急を要する事態のこと。「一旦緩急あれば」という形で用いる言葉で、一度、緊急の事態が起こればという意味。
2級,一筆勾消,いっぴつこうしょう,今までのものを全て取り消すこと。「勾消」は線を引いて消すこと。帳簿などの今までの記録の上から線を引いて消すという意味から。中国の北宋の時代に范仲淹は、才能のない駄目な役人を名簿から消していったという故事から。「一筆勾銷」とも書く。
2級,鬱鬱勃勃,うつうつぼつぼつ,生気が満ちる様子のこと。「鬱鬱」は植物が活発に茂ること。 「勃勃」は盛んに湧き上がること。
2級,円頓止観,えんどんしかん,人格を完成した完璧な悟りの境地をいう言葉。すべての物事を完全に備えていて、雑念がなく、直ちに悟りに到る境地のこと。すべての存在がそのまま真実の理法にかなうことを正しく観察すること。主に仏教の天台宗で「漸次止観」、「不定止観」と合わせて、「三種止観」と呼ばれる言葉。
2級,横眉怒目,おうびどもく,きびしい表情や怒気をみなぎらせた顔つきのこと。「横眉」は眉を吊り上げること。 「怒目」は怒りに満ちた目つきのこと。
2級,岡目八目,おかめはちもく,当事者よりも、傍観者のほうが物事の情勢を正確に判断できることのたとえ。「岡目」は、他人の行動を横から見ること。囲碁では、対局者よりも観戦者のほうが冷静に局面を見通し、八手先まで予測できるといわれることに由来する言葉。
2級,怨親平等,おんしんびょうどう,敵を憎まず、味方をひいきせず、両者を平等に扱うこと。「怨親」は敵対する者と親しい者のこと。もとは仏教語で、敵味方を区別することなく平等に慈しみ、極楽往生を願うこと。
2級,怨憎会苦,おんぞうえく,自分が怨んだり憎んだりしている相手とも会わなければならない苦しみのこと。仏教語でいう八苦のうちの一つ。八苦とは「生」「老」「病」「死」「愛別離苦」「怨憎会苦」「求不得苦」「五陰盛苦」の八つの苦しみのこと。
2級,怨敵退散,おんてきたいさん,「怨むべき敵よ、退散するがよい」という意味。降伏祈願などで唱える言葉。
2級,苛政猛虎,かせいもうこ,悪政は人を食べる虎よりも人々を苦しめるということ。人々を苦しめる政治を戒める言葉。 「苛政」は人々を苦しめるひどい政治。中国の思想家の孔子が道端で泣いている女性に出会い、その理由を聞くと姑と夫、息子が虎に殺されたといい、孔子がなぜこの地を離れないのかと聞くと、悪政がしかれていないからと答えたという故事から。「苛政（かせい）は虎（とら）よりも猛（たけ）し」とも読む。
2級,甘言蜜語,かんげんみつご,相手に気に入られるための心地よい言葉。「蜜語」は男女の甘い語らいのことで、蜜のように甘い言葉ということから。
2級,簡単明瞭,かんたんめいりょう,単純ではっきりとしていること。「明瞭」ははっきりとしていて分かりやすいこと。
2級,蓋棺事定,がいかんじてい,その人の生前の評価はあてにならず、死後になってはじめて定まること。「蓋棺」は遺体を入れる棺の蓋を閉めるということから、死ぬことをいう。「棺（かん）を蓋（おお）いて事（こと）定まる」とも読む。
2級,外巧内嫉,がいこうないしつ,見た目はわからないようにしているが、心の中ではねたんでいること。「外巧」は外見をうまく飾る、「内嫉」は心の中でねたむということ。
2級,蓋天蓋地,がいてんがいち,この世の全てに仏の教えが広まること。「蓋」は覆うという意味で、仏法が天地全てを覆うという意味から。「天を蓋（おお）い地を蓋（おお）う」とも読む。
2級,瓦解土崩,がかいどほう,物事が根元から崩壊して、手の施しようが無いこと。「土崩」は盛っていた土の山が崩れること。「瓦解」は落ちてきた瓦が砕けてばらばらになること。「瓦解土崩」ともいう。
2級,瓦鶏陶犬,がけいとうけん,格好だけが立派で、実際には役に立たないもののこと。「陶犬」は陶製の犬のこと。 「瓦鶏」は素焼きの鶏のこと。作り物の犬では番犬のように家を守ることはできず、作り物の鶏では夜明けを告げることはできないことから。「瓦鶏陶犬」ともいう。
2級,玩人喪徳,がんじんそうとく,人を見くびって軽く扱うと、自身の徳を失うことになるということ。「玩人」は人を軽く見てもてあそぶこと。「人を玩（もてあそ）べば徳を喪（うしな）う」とも読む。
2級,玩物喪志,がんぶつそうし,必要の無いものに夢中になって、大切なことをなおざりにすること。「喪志」は本来の目的を忘れること。物に執着すれば志を失くしてしまうという意味から。「物（もの）を玩（もてあそ）べば志（こころざし）を喪（うしな）う」とも読む。
2級,含哺鼓腹,がんぽこふく,人々が豊かな生活をして、平和な世の中を楽しむこと。「含哺」は口に食べ物を含むこと。 「鼓腹」は腹鼓を打つこと。満腹になって満たされている様子から。「哺（ほ）を含み腹（はら）を鼓（こ）す」とも読む。
2級,奇技淫巧,きぎいんこう,人の目を驚かせるためだけの、風変わりな技や度を越した細工。「奇技」は珍しい技芸、「淫巧」は度を過ぎた凝った細工。『書経』で周の武王は、殷の紂王が天地や祖先の祭りをおろそかにし、奇技淫巧を作らせて女性を喜ばせたと責め、これを討伐の理由の一つに挙げた。
2級,亀甲獣骨,きっこうじゅうこつ,亀の甲羅と、けものの骨。古代中国では、亀の腹側の甲や牛・鹿の肩の骨に焼いた棒を押し当て、熱で生じたひび割れの形によって吉凶を占った。殷の時代の後半には、占った内容や結果をその表面に刻みつけるようになり、この文字を甲骨文字という。
2級,挙案斉眉,きょあんせいび,夫婦の間にも礼儀を保って、お互いに尊敬しあっていること。「案」は食事などを載せる膳のこと。中国の後漢の梁鴻の妻である孟光は、梁鴻に食事を出すときは、膳を眉の高さまで捧げて敬っていたという故事から。「案を挙（あ）ぐること眉（まゆ）に斉（ひと）しくす」とも読む。
2級,錦衣玉食,きんいぎょくしょく,贅沢な生活のたとえ。または、高い身分のたとえ。美しく高級な着物と宝石のように上等な食事ということから。
2級,金亀換酒,きんきかんしゅ,酒をなによりも愛すること。または、親友を心を込めてもてなすこと。「金亀」は亀の形をしている金の装飾品のことで、極めて価値の高いものや貴重なもののたとえ。中国の唐の賀知章は、金亀を売って酒を買い、李白をもてなしたという故事から。
2級,錦上添花,きんじょうてんか,よい出来事が重なることのたとえ。または、美しいものに美しいものを重ねることのたとえ。美しいあや織物の上に、美しい花を添えるという意味から。「錦上（きんじょう）に花（はな）を添う」とも読む。
2級,玉砕瓦全,ぎょくさいがぜん,名誉を守るために未練なく潔く死ぬこと（玉砕）と、名誉を捨てて無為に生き延びること（瓦全）を並べた言葉。「玉砕」は、宝石が砕け散るように美しく名誉のために命を捧げること。「瓦全」は、価値の低い瓦のように、何もせずただ長く生き続けること。「大丈夫（だいじょうぶ）は寧（むし）ろ玉砕（ぎょくさい）す可（べ）く、瓦全（がぜん）たる能（あた）わず」（立派で高潔な人物は、名誉を守るために潔く命を捧げることはできても、恥を忍んで無意味に生き延びることはできない）という言葉を略した表現。
2級,吟風弄月,ぎんぷうろうげつ,自然の景色を題材にして、詩を詠むこと。「吟風」は風に吹かれながら詩歌を吟じること。「弄月」は月を眺めて楽しむこと。「風（かぜ）に吟（ぎん）じ月を弄（もてあそ）ぶ」とも読む。
2級,苦髪楽爪,くがみらくづめ,人の苦楽の様子のことで、苦しいときは髪が早く伸び、楽をしているときは爪が早く伸びるということ。
2級,苦爪楽髪,くづめらくがみ,人の苦楽の様子。苦しい時は爪がよく伸び、楽をしている時は髪がよく伸びるということ。「楽髪苦爪」ともいう。
2級,君子三畏,くんしのさんい,君子がおそれ敬うべき三つのこと。天命、有徳の大人、聖人の言をいう。「君子」は人格者、「畏」はおそれ敬うこと。
2級,傾蓋知己,けいがいのちき,以前からの親友のように、初めて出会った者同士がすぐに親しくなること。「傾蓋」は車の蓋を傾けるという意味から車を止めること。「知己」は友人という意味。
2級,犬牙相制,けんがそうせい,国境でお互いに牽制しあうこと。「犬牙」は犬の牙のことで、国境が入り組んでいることのたとえ。「犬牙（けんが）相（あい）制す」とも読む。
2級,堅塞固塁,けんさいこるい,並外れて守りの堅い砦。「塞」と「塁」はどちらも要塞のこと。
2級,懸頭刺股,けんとうしこ,苦労しながらも勉学に励むこと。「懸頭」は縄を首にかけること。「刺股」は穴をあけるための錐（きり）でふとももを刺すこと。中国の漢の時代の楚の孫敬は、勉強をしているときに眠らないように、天井から下げた縄を首にかけて眠るとしまるようにして勉強を続けたという故事と、中国の戦国時代の蘇秦が眠くなるとふとももを錐で刺して、眠気を覚ましながら勉強したという二つの故事から。「頭（こうべ）を懸（か）け股（もも）を刺す」とも読む。「刺股懸頭」ともいう。
2級,賢明愚昧,けんめいぐまい,賢いことと愚かなこと。「賢明」は賢く道理に明るいこと。 「愚昧」は愚かで道理に暗いこと。
2級,後生可畏,こうせいかい,若い人はまだ成長の途中であり、大きな可能性を秘めているため、敬うべきであるということ。「後生」は自分よりも後に生まれてきた人のこと。「後生（こうせい）畏（おそ）る可（べ）し」とも読む。
2級,向天吐唾,こうてんとだ,他人に害を与えようとして、自分にその害が返ってくること。天に唾を吐きかけようとして、自分の顔に落ちてくるという意味から。「天に向かって唾を吐く」とも読み、この形で使うことが多い言葉。
2級,荒唐無稽,こうとうむけい,根拠も何もなく、でたらめなこと。「荒唐」はでたらめなこと。 「無稽」は考えるべき根拠がまるでないこと。「無稽荒唐」ともいう。
2級,黄霧四塞,こうむしそく,世界が乱れる前兆で、黄色い霧が辺り一面に満ちること。
2級,克伐怨欲,こくばつえんよく,勝ち気、自慢、恨み、貪欲という四つの悪い心。「克」は必要以上に人に勝とうとすること。 「伐」は自分の功績を誇ること。「怨」は小さなことでも恨むこと。「欲」は満たされることなく、欲し続けること。
2級,虎渓三笑,こけいさんしょう,あることに夢中になって、他のことを全て忘れてしまうこと。「虎渓」は中国の江西省の廬山にあったとされる谷の名前。「三笑」は三人で笑うこと。中国の東晋の高僧の慧遠は、廬山の寺にこもって、虎渓よりも外に出ないと誓っていたが、詩人の陶潜と道士の陸修静を見送るときに話に夢中になり、虎の吠える声で虎渓を越えてしまったことに気づき、三人で大笑いしたという故事から。
2級,虎穴虎子,こけつこし,危険なことをしなければ、大きな利益や功績を得ることはできないということ。「虎子」は虎の子ども。虎の子どもを捕らえるためには、危険な虎の巣穴に入るしかないという意味から。「虎穴に入らずんば虎子を得ず」を略した言葉。
2級,虎頭蛇尾,ことうだび,始めは勢いがあるが、終わりになるとなくなってしまうことのたとえ。頭は大きくて立派な虎の頭だが、尾は蛇のように細く弱々しいという意味から。
2級,虎尾春氷,こびしゅんぴょう,極めて危険なことのたとえ。または、危険なことをすることのたとえ。虎の尾を踏んで、春の厚みの無い氷の上を歩くという意味から。「虎尾春冰」とも書く。
2級,金輪奈落,こんりんならく,物事の極限のたとえ。または、絶対にや、どこまでもということ。 「金輪」は大地の一番の深い底。「奈落」は地獄のこと。仏教の言葉で、仏教の世界観での三つの大輪の一つで、大地の下にあり、下から順に風輪、水輪があって、その上にあるとされている。
2級,傲岸不遜,ごうがんふそん,おごりたかぶって、人に従わず、見下す様子。「傲岸」はいばり人を見下す、「不遜」はへりくだらない、従わないこと。
2級,塞翁失馬,さいおうしつば,人生における幸福と不幸は変転きわまりなく、前もって見通すことはできないということ。目先の出来事に一喜一憂すべきではないといういましめ。「塞翁」は、中国北方の国境の砦（塞）のそばに住んでいた老人を指す。あるとき、この老人が飼っていた馬が逃げて塞の外(胡の地)へ出てしまった。近所の人々が気の毒がると、老人は「これがかえって幸いにならないとも限らない」と言った。しばらくして、その馬はすぐれた馬を連れて戻ってきた。人々が祝うと、老人は今度は「これが災いのもとにならないとも限らない」と言った。やがて、その良馬に乗った息子が落馬して足の骨を折り、不自由な体になってしまう。人々が同情すると、老人はまた「これが幸いに転じないとも限らない」と言った。のちに戦(いくさ)が起こり、若者の多くが兵に取られて命を落としたが、足を痛めていた息子は徴兵をまぬがれ、親子ともに生きながらえた。この故事から、禍(わざわい)と福(さいわい)は表裏をなして入れ替わり、人の力では予測しがたいことのたとえとして用いられるようになった。「塞翁之馬」ともいう。
2級,左戚右賢,させきゆうけん,君主が、身内よりも賢い人材を重んじること。「戚」は親族、「賢」はすぐれた人。漢の時代は右を尊び左を卑しいとしたので、親族を左に、賢者を右に置くという言い方で表した。「右賢左戚」ともいう。
2級,沙中偶語,さちゅうのぐうご,臣下同士で謀反を起こす相談をすること。「沙中」は人のいない砂地のこと、「偶語」は向かい合って話し合うこと。古代中国の漢の君主の劉邦の時代に、功績を上げていても褒賞がもらえずに、他に人のいない砂地で、臣下たちが謀反の相談をしていたという故事から。
2級,沙羅双樹,さらそうじゅ,八十歳で入滅した釈迦の寝床にあった沙羅の木のこと。「沙羅」は植物の名前。釈迦が入滅したときに、釈迦の寝床の四方に二本ずつあった常緑樹である沙羅の木が、釈迦の入滅を悲しんで、一本ずつ枯れたとも、全ての木が白くなって枯れたとも言われている伝説のこと。日本では『平家物語』の冒頭の句として有名。 「砂羅双樹」とも書く。
2級,三人成虎,さんにんせいこ,真実ではないことでも、多くの人が言えばいつの間にか真実として広まるということのたとえ。「街に虎が出たと言ったら信じるか」と尋ねると「信じない」と答えた。「それならばもう一人別の人物が同じことを言ったら信じるか」と尋ねると「わからない」と答え、「三人ならどうか」と聞くと「信じるようになるだろう」と答えたという故事から。
2級,斬新奇抜,ざんしんきばつ,物事の思いつきがこれまでにないほど新しく、独特なこと。「斬新」は今までになく新しいこと。「奇抜」は他の人が思いつきもしない、変わっていること。
2級,歯牙余論,しがのよろん,少しの言葉や何気ない褒め言葉のこと。「歯牙」は歯と牙のことから口の端という意味。「余論」は余った言論のことからちょっとした言葉という意味。
2級,市虎三伝,しこさんでん,真実ではないことでも、多くの人が言えばいつの間にか真実として広まるということのたとえ。「街に虎が出たと言ったら信じるか」と尋ねると「信じない」と答えた。「それならばもう一人別の人物が同じことを言ったら信じるか」と尋ねると「わからない」と答え、「三人ならどうか」と聞くと「信じるようになるだろう」と答えたという故事から。
2級,羞花閉月,しゅうかへいげつ,容姿が極めて美しいこと。「羞」は恥らうこと。美しさに花も恥じらい、月も恥ずかしがって雲に隠れてしまうほどの美女という意味から。「閉月羞花」「羞月閉花」ともいう。
2級,羞月閉花,しゅうげつへいか,容姿が極めて美しいこと。「羞」は恥らうこと。美しさに花も恥じらい、月も恥ずかしがって雲に隠れてしまうほどの美女という意味から。「閉月羞花」「羞月閉花」ともいう。
2級,袖手傍観,しゅうしゅぼうかん,隣で何も出来ずに、ただ見ていること。「袖手」は袖の中から手を出さないということから、何もしないこと。大きな出来事が起きて、やらなければならないことがあるのに、何もせずにただ見ているだけでいることを非難する目的で用いることが多い言葉。「袖手傍観」とも書く。
2級,衆酔独醒,しゅうすいどくせい,周囲の全ての人が道徳を失っているが、自分だけは正しく生きているということ。周りにいる全ての人は酒に酔っているが、自分だけは酔わずに醒めているという意味から。古代中国の戦国時代の楚の詩人、屈原が讒言によって追放されたときに、漁師になぜさまよっているかと聞かれて返した言葉で、「衆人皆酔えるに、我独り醒めたり」を略した言葉。
2級,神采英抜,しんさいえいばつ,内面も容姿も他の人よりもすぐれていること。「神采」は心と外見。 「英抜」は他よりもずば抜けてすぐれていること。「神彩英抜」とも書く。
2級,自家薬籠,じかやくろう,自分の使いたい時に自由に使える物や技術、または人のこと。「薬籠」は薬箱のことで、自分の家にある薬箱の中の薬はどれも役に立つものであり、必要なときに好きなように使えることから。
2級,慈眉善目,じびぜんもく,「慈眉」は慈愛に満ちた眉、「善目」は正直でまじめそうな目のことから、やさしくて善良そうな顔つきのこと。
2級,熟読玩味,じゅくどくがんみ,文章をしっかりと読んで、その意味を落ち着いてゆっくりと考えて味わうこと。「熟読」は文章を繰り返し読んで、意味を十分に考えること。「玩味」は食べ物の味をしっかりと感じながら食べるという意味で、文章の深い意味を読み取って味わうこと。「熟読含味」とも書く。
2級,精衛塡海,せいえいてんかい,実現不可能な計画を立てて失敗し、無駄な努力となること。または、いつまでたっても悔やんでいること。「精衛」は伝説上の小鳥の名前。 「塡海」は海を埋めること。伝説上の皇帝炎帝の娘である女娃は東海で溺れ死んだ。女娃は伝説上の小鳥「精衛」に化身し、自身の死んだ東海を小石や小枝などで埋めようとしたが、失敗に終わったという故事から。
2級,凄凄切切,せいせいせつせつ,非常にさびしい様子のこと。「凄切」はさびしいことで、重ねて強調した言葉。
